,location,total_sqft,bath,price,bhk
4639,Yelahanka,1653.0,3,93.0,3
4640,Yelahanka,654.0,1,38.0,1
4641,Yelahanka,1633.0,2,72.0,2
4642,Yelahanka,1445.0,2,82.0,2
4643,Yelahanka,1225.0,2,62.0,2
4644,Yelahanka,602.0,1,38.0,1
4645,Yelahanka,697.0,1,35.0,1
4646,Yelahanka,1065.0,2,41.38,2
4647,Yelahanka,682.0,1,36.23,1
4648,Yelahanka,1023.0,2,52.59,2
4649,Yelahanka,1560.0,2,98.0,3
4650,Yelahanka,1780.0,3,107.0,3
4651,Yelahanka,1342.0,2,75.0,3
4652,Yelahanka,1823.0,3,103.0,3
4653,Yelahanka,1792.0,3,104.0,3
4654,Yelahanka,1304.0,2,69.97,2
4655,Yelahanka,1250.0,2,54.0,2
4656,Yelahanka,1270.0,2,57.0,2
4657,Yelahanka,1300.0,2,69.23,2
4658,Yelahanka,1705.0,3,91.0,3
4659,Yelahanka,1890.0,4,85.0,3
4660,Yelahanka,1835.0,3,108.0,3
4661,Yelahanka,1847.0,3,92.0,3
4662,Yelahanka,2500.0,3,120.0,5
4663,Yelahanka,1890.0,3,109.0,3
4664,Yelahanka,700.0,1,38.0,1
4665,Yelahanka,1491.0,3,85.0,3
4666,Yelahanka,2088.0,5,110.0,4
4667,Yelahanka,1185.0,2,45.0,2
4668,Yelahanka,1517.0,3,71.28,3
4669,Yelahanka,3019.0,6,190.0,4
4670,Yelahanka,1756.0,3,66.73,3
4671,Yelahanka,1600.0,3,100.0,3
4672,Yelahanka,1664.0,3,73.95,3
4673,Yelahanka,1140.0,2,50.66,2
4674,Yelahanka,1200.0,2,60.0,2
4675,Yelahanka,1705.0,3,85.0,3
4676,Yelahanka,1350.0,2,85.0,3
4677,Yelahanka,1633.0,3,110.0,3
4678,Yelahanka,827.5,1,42.535,1
4679,Yelahanka,1195.0,2,53.105,2
4680,Yelahanka,1355.0,2,75.0,3
4681,Yelahanka,3175.0,4,156.0,4
4682,Yelahanka,1408.0,2,58.0,2
4683,Yelahanka,1104.0,2,58.0,2
4684,Yelahanka,1325.0,2,58.0,3
4685,Yelahanka,1175.0,2,67.77,2
4686,Yelahanka,1322.0,2,77.9,2
4687,Yelahanka,602.0,1,33.0,1
4688,Yelahanka,1315.0,2,77.0,2
4689,Yelahanka,1430.0,3,61.0,3
4690,Yelahanka,1355.0,2,51.5,3
4691,Yelahanka,567.0,1,25.0,1
4692,Yelahanka,1045.0,2,45.0,2
4693,Yelahanka,602.0,2,30.0,1
4694,Yelahanka,1362.0,2,66.0,2
4695,Yelahanka,1234.0,2,80.0,2
4696,Yelahanka,1282.0,2,48.72,3
4697,Yelahanka,1180.0,2,55.0,2
4698,Yelahanka,1267.0,3,78.0,2
4699,Yelahanka,1360.0,2,78.19,2
4700,Yelahanka,1025.0,2,44.0,2
4701,Yeshwanthpur,2502.0,3,138.0,3
4702,Yeshwanthpur,1693.0,3,108.0,3
4703,Yeshwanthpur,667.0,1,36.85,1
4704,Yeshwanthpur,1950.0,4,130.0,4
4705,Yeshwanthpur,1170.0,2,57.0,2
4706,Yeshwanthpur,665.0,1,36.85,1
4707,Yeshwanthpur,1161.0,2,64.08,2
4708,Yeshwanthpur,2557.0,3,141.0,3
4709,Yeshwanthpur,1850.0,3,100.0,3
4710,Yeshwanthpur,671.0,1,36.85,1
4711,Yeshwanthpur,1277.5,2,95.815,2
4712,Yeshwanthpur,668.0,1,36.85,1
4713,Yeshwanthpur,1185.0,2,75.84,2
4714,Yeshwanthpur,1195.0,2,100.0,2
4715,Yeshwanthpur,1313.0,3,96.0,3
4716,Yeshwanthpur,1400.0,2,100.0,2
4717,Yeshwanthpur,2559.0,3,141.0,3
4718,Yeshwanthpur,1430.0,3,72.0,3
4719,Yeshwanthpur,673.0,1,36.85,1
4720,Yeshwanthpur,717.0,2,49.475,2
4721,Yeshwanthpur,3600.0,5,220.0,4
4722,Yeshwanthpur,1168.0,2,64.08,2
4723,Yeshwanthpur,605.0,1,41.745,1
4724,Yeshwanthpur,1382.0,2,76.18,3
4725,Yeshwanthpur,669.0,1,36.85,1
4726,Yeshwanthpur,1385.0,2,76.18,3
4727,Yeshwanthpur,3027.0,4,260.0,3
4728,Yeshwanthpur,1200.0,2,63.0,2
4729,Yeshwanthpur,1679.0,3,92.13,3
4730,Yeshwanthpur,670.0,1,36.85,1
4731,Yeshwanthpur,1381.0,2,76.18,3
4732,Yeshwanthpur,1678.0,3,92.13,3
4733,Yeshwanthpur,1240.0,2,80.0,2
4734,Yeshwanthpur,1713.0,3,110.0,3
4735,Yeshwanthpur,1144.0,2,67.0,2
4736,Yeshwanthpur,1541.0,2,130.0,2
4737,Yeshwanthpur,2501.0,3,138.0,3
4738,Yeshwanthpur,1362.0,2,100.0,2
4739,Yeshwanthpur,666.0,1,36.8,1
4740,Yeshwanthpur,1855.0,3,140.0,3
4741,Yeshwanthpur,2504.0,3,138.0,3
4742,Yeshwanthpur,1165.0,2,85.0,2
4743,Yeshwanthpur,1163.0,2,64.08,2
4744,Yeshwanthpur,1165.0,2,64.08,2
4745,Yeshwanthpur,1825.0,3,145.0,3
4746,Yeshwanthpur,1384.0,2,76.18,3
4747,Yeshwanthpur,994.0,2,54.67,1
4748,Yeshwanthpur,650.0,1,40.0,1
4749,Yeshwanthpur,1855.0,3,140.0,3
4750,Yeshwanthpur,1500.0,3,100.0,3
4751,Yeshwanthpur,1167.0,2,64.08,2
4752,Yeshwanthpur,1164.0,2,64.08,2
4753,Yeshwanthpur,1520.0,3,85.0,3
4754,Yeshwanthpur,1677.0,3,92.13,3
4755,Yeshwanthpur,674.0,1,36.85,1
4756,Yeshwanthpur,1383.0,2,76.18,3
4757,Yeshwanthpur,672.0,1,36.85,1
4758,Yeshwanthpur,1162.0,2,64.08,2
4759,Yeshwanthpur,1166.0,2,64.08,2
4760,Yeshwanthpur,1195.0,2,100.0,2
4761,Yeshwanthpur,1692.0,3,108.0,3
4762,Yeshwanthpur,1169.0,2,64.08,2
4763,Yeshwanthpur,2500.0,3,138.0,3
4764,Yeshwanthpur,1160.0,2,64.08,2
4765,Yeshwanthpur,1676.0,3,92.13,3
4766,Yeshwanthpur,2503.0,3,138.0,3
4767,Yeshwanthpur,1855.0,3,135.0,3
4768,Yeshwanthpur,1876.0,3,160.0,3
4769,Yeshwanthpur,1675.0,3,92.13,3
4770,other,2600.0,5,120.0,4
4771,other,1521.0,3,95.0,3
4772,other,2732.0,4,204.0,4
4773,other,1100.0,2,40.0,2
4774,other,1175.0,2,73.5,2
4775,other,2770.0,4,290.0,3
4776,other,1100.0,2,48.0,2
4777,other,1755.0,3,122.0,3
4778,other,510.0,1,25.25,1
4779,other,1250.0,3,56.0,3
4780,other,1151.0,2,48.77,2
4781,other,1925.0,3,125.0,3
4782,other,1724.0,3,125.0,3
4783,other,1290.0,2,56.12,3
4784,other,1296.0,2,81.0,2
4785,other,600.0,1,38.0,1
4786,other,970.0,2,33.0,2
4787,other,869.0,2,36.0,2
4788,other,1270.0,2,50.0,2
4789,other,1670.0,3,99.0,3
4790,other,1185.0,2,75.0,2
4791,other,3210.0,2,192.0,4
4792,other,840.0,2,45.0,2
4793,other,4395.0,3,240.0,3
4794,other,845.0,2,55.0,2
4795,other,1100.0,2,62.0,2
4796,other,1140.0,2,43.0,2
4797,other,1569.0,3,101.0,3
4798,other,1206.0,2,48.23,2
4799,other,1150.0,2,40.0,2
4800,other,2511.0,3,205.0,3
4801,other,1660.0,2,105.0,3
4802,other,1325.0,2,60.8,3
4803,other,1499.0,5,102.0,3
4804,other,708.0,2,37.0,2
4805,other,1000.0,2,70.0,2
4806,other,1450.0,2,70.0,3
4807,other,1540.0,3,90.0,3
4808,other,1330.0,2,48.0,3
4809,other,1200.0,2,65.0,2
4810,other,1200.0,3,90.0,3
4811,other,1007.0,2,43.0,2
4812,other,1200.0,2,50.0,2
4813,other,966.0,2,49.9,2
4814,other,782.0,2,55.68,2
4815,other,1260.0,2,66.78,2
4816,other,1800.0,3,120.0,3
4817,other,1413.0,2,75.0,3
4818,other,2650.0,4,150.0,4
4819,other,1282.0,2,68.52,3
4820,other,1050.0,2,34.0,2
4821,other,1600.0,3,65.0,3
4822,other,945.0,2,54.0,2
4823,other,1870.0,3,110.0,3
4824,other,1535.0,3,83.0,3
4825,other,1360.0,2,65.0,2
4826,other,1280.0,3,50.4,3
4827,other,1260.0,2,85.05,3
4828,other,1000.0,2,60.0,2
4829,other,1167.0,2,43.76,2
4830,other,890.0,2,35.0,2
4831,other,1612.0,3,46.74,3
4832,other,1710.0,4,91.31,3
4833,other,957.0,2,58.0,2
4834,other,1250.0,2,44.0,3
4835,other,2795.0,4,235.0,3
4836,other,1200.0,2,50.0,2
4837,other,1350.0,2,48.0,3
4838,other,1904.0,3,150.0,3
4839,other,2000.0,3,175.0,3
4840,other,1425.0,2,75.0,3
4841,other,1470.0,2,70.0,3
4842,other,450.0,1,11.0,1
4843,other,1550.0,3,65.0,3
4844,other,1500.0,3,100.0,3
4845,other,400.0,1,14.0,1
4846,other,1700.0,3,155.0,3
4847,other,1704.0,3,110.0,3
4848,other,1340.0,2,55.7,2
4849,other,1550.0,2,80.0,3
4850,other,1783.0,3,115.0,3
4851,other,1400.0,3,56.0,3
4852,other,980.0,2,48.0,2
4853,other,1285.0,2,82.0,2
4854,other,912.0,2,70.0,3
4855,other,1260.0,2,54.0,3
4856,other,1909.0,3,88.0,3
4857,other,1207.0,2,43.5,2
4858,other,1736.0,6,190.0,4
4859,other,1595.0,3,65.0,3
4860,other,1798.0,3,89.0,3
4861,other,1580.0,3,100.0,3
4862,other,1295.0,2,65.0,2
4863,other,1415.0,3,78.0,3
4864,other,2000.0,4,75.5,4
4865,other,1630.0,2,74.82,3
4866,other,2405.0,4,260.0,3
4867,other,1500.0,2,115.0,2
4868,other,805.0,2,22.14,2
4869,other,1148.0,2,60.0,2
4870,other,1110.0,2,55.0,2
4871,other,1290.0,2,110.0,2
4872,other,1500.0,2,65.0,3
4873,other,1080.0,2,39.0,2
4874,other,1933.0,3,129.0,3
4875,other,1060.0,2,60.0,2
4876,other,1644.0,3,84.0,3
4877,other,1285.0,2,72.5,2
4878,other,4050.0,3,280.0,3
4879,other,2420.0,3,185.0,3
4880,other,1060.0,2,55.0,2
4881,other,900.0,2,22.5,2
4882,other,1280.0,2,69.0,2
4883,other,1200.0,2,95.0,4
4884,other,3045.0,3,170.0,3
4885,other,2900.0,3,300.0,4
4886,other,1500.0,3,75.5,3
4887,other,1600.0,4,52.8,4
4888,other,1464.0,3,46.0,3
4889,other,700.0,1,26.0,2
4890,other,1804.0,3,120.0,3
4891,other,1868.0,3,131.0,3
4892,other,883.0,2,45.0,2
4893,other,1664.0,2,73.95,3
4894,other,2026.0,3,132.0,3
4895,other,1210.0,2,80.9,2
4896,other,4111.0,4,250.0,4
4897,other,1762.0,3,91.45,3
4898,other,861.0,2,34.5,2
4899,other,1200.0,2,40.0,2
4900,other,1084.0,2,50.0,2
4901,other,1005.0,2,50.0,2
4902,other,950.0,2,47.0,2
4903,other,2000.0,4,120.0,4
4904,other,1010.0,2,29.5,2
4905,other,1425.0,2,70.0,3
4906,other,1450.0,3,100.0,3
4907,other,1100.0,2,45.0,2
4908,other,1665.0,3,95.0,3
4909,other,1664.0,4,65.0,4
4910,other,1560.0,3,115.0,3
4911,other,1140.0,2,46.5,2
4912,other,850.0,2,27.0,2
4913,other,1170.0,2,52.0,2
4914,other,1113.0,2,51.0,2
4915,other,1200.0,2,55.0,2
4916,other,1200.0,2,52.0,2
4917,other,1150.0,2,55.0,3
4918,other,1645.0,3,95.0,3
4919,other,1192.0,2,74.0,2
4920,other,2135.0,3,215.0,3
4921,other,1600.0,3,64.0,3
4922,other,1200.0,2,79.0,2
4923,other,1230.0,2,48.0,2
4924,other,1250.0,2,40.0,2
4925,other,1325.0,2,76.0,2
4926,other,1200.0,2,65.0,2
4927,other,1350.0,2,140.0,3
4928,other,1260.0,3,49.36,3
4929,other,1800.0,3,150.0,3
4930,other,1100.0,2,43.25,2
4931,other,1592.0,3,75.0,3
4932,other,1762.0,3,125.0,3
4933,other,950.0,2,50.0,2
4934,other,3252.0,5,335.0,4
4935,other,1116.0,2,50.0,2
4936,other,1308.0,2,89.04,2
4937,other,1200.0,3,90.0,3
4938,other,1075.0,2,60.0,2
4939,other,1380.0,2,60.0,2
4940,other,1166.0,2,55.0,2
4941,other,1600.0,2,108.0,3
4942,other,1935.0,3,110.0,3
4943,other,1801.0,3,115.0,3
4944,other,1451.0,2,90.0,2
4945,other,1200.0,1,36.0,2
4946,other,1629.0,3,79.0,3
4947,other,1580.0,2,134.0,3
4948,other,1826.0,3,121.0,3
4949,other,825.0,2,33.0,2
4950,other,1460.0,2,58.0,2
4951,other,1050.0,2,32.0,2
4952,other,1260.0,2,55.0,2
4953,other,1656.0,2,120.0,2
4954,other,1200.0,2,65.0,2
4955,other,1185.0,2,38.0,2
4956,other,1760.0,3,88.0,3
4957,other,1125.0,2,62.0,2
4958,other,1000.0,2,55.0,2
4959,other,1090.0,2,31.48,2
4960,other,1060.0,2,26.5,2
4961,other,1105.0,2,75.0,2
4962,other,1590.0,3,79.0,3
4963,other,1120.0,2,55.0,2
4964,other,1069.0,2,55.0,2
4965,other,1194.0,2,69.0,2
4966,other,1150.0,2,69.0,2
4967,other,1240.0,2,47.12,2
4968,other,2150.0,4,240.0,3
4969,other,1450.0,3,55.0,3
4970,other,1630.0,3,68.29,3
4971,other,708.0,1,40.0,2
4972,other,1750.0,3,100.0,3
4973,other,1404.0,2,71.0,2
4974,other,3309.0,4,325.0,4
4975,other,1620.0,3,98.0,3
4976,other,850.0,2,30.0,2
4977,other,1020.0,2,63.0,2
4978,other,1100.0,2,50.0,2
4979,other,1150.0,2,126.0,2
4980,other,1800.0,3,110.0,3
4981,other,1440.0,2,95.0,2
4982,other,900.0,2,40.0,2
4983,other,1270.0,2,98.0,2
4984,other,1200.0,2,62.0,2
4985,other,4800.0,4,235.0,4
4986,other,1200.0,2,74.0,2
4987,other,929.0,2,50.17,2
4988,other,1464.0,3,56.0,3
4989,other,2000.0,4,99.0,4
4990,other,1208.0,2,49.0,2
4991,other,1130.0,2,60.0,2
4992,other,1753.0,3,120.0,3
4993,other,1150.0,3,52.5,2
4994,other,1000.0,2,53.0,2
4995,other,950.0,2,32.0,2
4996,other,720.0,2,45.0,2
4997,other,1511.0,3,95.0,3
4998,other,1300.0,3,58.0,3
4999,other,375.0,2,26.0,1
5000,other,1062.0,2,38.0,2
5001,other,1115.0,2,40.0,2
5002,other,883.0,2,45.0,2
5003,other,700.0,1,41.0,1
5004,other,1246.0,2,67.0,2
5005,other,1600.0,4,80.0,4
5006,other,3000.0,5,275.0,4
5007,other,1175.0,2,48.0,3
5008,other,1595.0,3,115.0,3
5009,other,1353.0,2,110.0,2
5010,other,1200.0,2,85.0,1
5011,other,1867.0,3,160.0,3
5012,other,1251.0,2,47.0,2
5013,other,1028.0,2,45.5,2
5014,other,1222.0,2,45.0,2
5015,other,1385.0,2,48.48,3
5016,other,1372.0,2,68.0,2
5017,other,1282.0,2,49.0,3
5018,other,1325.0,2,90.0,3
5019,other,2845.0,5,140.0,5
5020,other,1600.0,2,50.0,3
5021,other,1102.0,2,53.67,2
5022,other,1800.0,1,80.0,2
5023,other,950.0,2,40.0,2
5024,other,656.0,2,25.0,2
5025,other,1056.0,2,80.0,2
5026,other,1080.0,2,50.0,2
5027,other,1126.0,2,28.15,2
5028,other,1160.0,2,55.0,2
5029,other,1404.0,2,69.3,2
5030,other,1544.0,3,120.0,3
5031,other,1305.0,2,58.7,3
5032,other,1200.0,2,65.0,2
5033,other,967.0,2,45.0,2
5034,other,540.0,1,36.0,1
5035,other,1578.0,3,180.0,3
5036,other,1020.0,2,48.95,2
5037,other,1180.0,2,42.0,2
5038,other,961.0,2,38.0,2
5039,other,1419.0,3,75.0,3
5040,other,1600.0,2,115.0,2
5041,other,416.0,1,18.5,1
5042,other,1100.0,2,98.0,2
5043,other,1430.0,2,65.0,3
5044,other,1260.0,2,45.0,2
5045,other,1630.0,3,85.0,3
5046,other,1450.0,2,85.0,3
5047,other,2791.0,3,223.0,3
5048,other,834.0,1,60.0,1
5049,other,1125.0,4,70.0,3
5050,other,2060.0,3,140.0,3
5051,other,891.0,2,25.0,2
5052,other,3000.0,5,260.0,4
5053,other,1200.0,2,55.0,2
5054,other,1500.0,4,70.0,4
5055,other,1374.0,2,95.0,2
5056,other,711.0,1,36.0,1
5057,other,1500.0,3,95.0,3
5058,other,1400.0,3,60.0,3
5059,other,1030.0,2,49.0,2
5060,other,1200.0,2,85.0,2
5061,other,1375.0,3,70.0,3
5062,other,1050.0,1,56.0,2
5063,other,469.0,1,25.0,1
5064,other,883.0,2,29.0,2
5065,other,1820.0,2,86.0,3
5066,other,1440.0,2,65.0,3
5067,other,1225.0,2,48.0,2
5068,other,875.0,2,52.8,2
5069,other,750.0,1,40.0,1
5070,other,1180.0,2,80.0,2
5071,other,1160.0,2,52.2,2
5072,other,2378.0,3,262.0,3
5073,other,1220.0,2,35.23,3
5074,other,1200.0,3,46.0,3
5075,other,1641.0,3,66.0,3
5076,other,1200.0,2,45.0,2
5077,other,1720.0,3,78.0,3
5078,other,2200.0,4,200.0,4
5079,other,2072.0,3,108.0,3
5080,other,1200.0,2,70.0,3
5081,other,1350.0,3,77.0,3
5082,other,4046.0,4,445.0,4
5083,other,1180.0,2,78.34,3
5084,other,1355.0,2,115.0,2
5085,other,600.0,1,50.0,1
5086,other,1190.0,2,57.0,3
5087,other,1875.0,3,165.0,3
5088,other,1683.0,3,109.0,3
5089,other,1083.0,2,61.75,2
5090,other,600.0,2,55.0,2
5091,other,2300.0,3,120.0,3
5092,other,1240.0,2,60.0,2
5093,other,1750.0,3,120.0,3
5094,other,1230.0,2,43.48,2
5095,other,1500.0,3,139.0,3
5096,other,985.0,2,40.39,2
5097,other,1500.0,2,87.0,3
5098,other,950.0,2,44.0,2
5099,other,1092.0,2,98.5,3
5100,other,1033.0,2,25.53,3
5101,other,810.0,2,24.5,2
5102,other,1045.0,2,45.0,2
5103,other,1570.0,3,62.0,3
5104,other,1470.0,2,82.0,3
5105,other,1325.0,3,57.0,3
5106,other,1200.0,3,85.0,4
5107,other,1202.0,2,48.0,2
5108,other,1200.0,2,62.5,2
5109,other,1020.0,2,52.0,2
5110,other,1235.0,2,52.04,2
5111,other,1415.0,2,66.0,3
5112,other,2330.0,3,162.0,3
5113,other,425.0,1,20.03,1
5114,other,656.0,2,22.0,2
5115,other,1100.0,2,48.0,2
5116,other,1150.0,2,52.0,2
5117,other,600.0,1,60.0,1
5118,other,1468.0,2,140.0,2
5119,other,1341.0,2,97.0,2
5120,other,1750.0,3,85.0,3
5121,other,1152.0,2,53.5,2
5122,other,2760.0,4,155.0,4
5123,other,1070.0,2,39.0,2
5124,other,775.0,2,55.0,2
5125,other,1875.0,2,110.0,3
5126,other,735.0,2,57.99,2
5127,other,820.0,2,30.0,2
5128,other,1177.5,2,59.935,2
5129,other,1779.0,3,89.61,3
5130,other,1105.0,2,58.0,2
5131,other,2376.0,3,203.0,3
5132,other,1975.0,3,150.0,3
5133,other,674.0,2,33.0,2
5134,other,445.0,1,28.0,1
5135,other,1475.0,3,75.0,3
5136,other,1618.0,3,82.5,3
5137,other,1200.0,4,90.0,4
5138,other,1400.0,2,77.0,3
5139,other,1222.0,2,63.0,2
5140,other,1779.0,3,112.0,3
5141,other,920.0,2,40.0,2
5142,other,1602.0,2,75.0,3
5143,other,1176.0,2,62.0,2
5144,other,1352.0,3,135.0,3
5145,other,2119.0,4,111.0,4
5146,other,1246.0,2,67.3,2
5147,other,1141.0,2,42.79,2
5148,other,650.0,1,33.0,1
5149,other,1566.0,3,83.3,3
5150,other,2830.0,3,195.0,4
5151,other,1780.0,3,84.83,3
5152,other,1375.0,3,75.0,3
5153,other,1022.0,2,40.0,2
5154,other,1400.0,2,55.0,3
5155,other,1198.0,2,58.0,2
5156,other,1200.0,3,95.0,4
5157,other,1665.0,3,86.58,3
5158,other,1142.0,2,70.0,2
5159,other,1976.0,3,184.0,3
5160,other,5500.0,4,600.0,4
5161,other,1853.0,3,82.0,3
5162,other,1567.0,2,92.0,2
5163,other,1090.0,2,27.24,2
5164,other,1200.0,2,52.0,2
5165,other,995.0,2,41.0,2
5166,other,884.0,2,41.1,2
5167,other,1320.0,3,65.0,3
5168,other,1300.0,2,50.0,2
5169,other,1740.0,2,95.0,3
5170,other,1145.0,2,60.0,3
5171,other,1200.0,3,95.0,3
5172,other,3300.0,5,240.0,5
5173,other,4500.0,5,415.0,5
5174,other,1356.0,2,66.0,3
5175,other,823.0,2,28.0,2
5176,other,1180.0,2,69.0,2
5177,other,1005.0,2,55.78,2
5178,other,1575.0,3,125.0,3
5179,other,975.0,2,65.0,2
5180,other,930.0,1,30.0,1
5181,other,686.0,1,17.0,1
5182,other,3800.0,4,239.0,4
5183,other,1250.0,2,52.0,2
5184,other,1082.0,2,57.5,3
5185,other,1001.0,2,33.03,2
5186,other,2400.0,2,80.0,3
5187,other,1554.0,3,55.0,3
5188,other,884.0,1,58.0,2
5189,other,1935.0,4,130.0,3
5190,other,1680.0,3,150.0,3
5191,other,2825.0,4,250.0,4
5192,other,400.0,1,11.0,1
5193,other,1047.0,2,82.0,2
5194,other,1282.0,2,87.0,2
5195,other,1020.0,2,45.9,2
5196,other,1611.0,2,64.44,3
5197,other,1500.0,2,95.0,3
5198,other,1500.0,2,95.0,3
5199,other,657.5,1,18.41,1
5200,other,1300.0,1,115.0,2
5201,other,1440.0,2,68.0,3
5202,other,901.0,2,35.14,2
5203,other,1060.0,2,55.0,2
5204,other,1020.0,2,48.45,2
5205,other,530.0,1,20.0,1
5206,other,1350.0,2,80.0,2
5207,other,650.0,2,42.0,2
5208,other,1565.0,2,75.0,3
5209,other,900.0,2,27.0,2
5210,other,1175.0,2,73.5,2
5211,other,1200.0,3,56.12,3
5212,other,1255.0,2,67.0,2
5213,other,2112.95,4,145.0,3
5214,other,1200.0,2,93.0,2
5215,other,1548.0,3,89.5,3
5216,other,1611.0,3,66.0,3
5217,other,1485.0,2,67.0,3
5218,other,2400.0,2,82.0,2
5219,other,1025.0,2,44.5,2
5220,other,1225.0,2,53.0,2
5221,other,1256.0,2,62.8,2
5222,other,1141.0,2,62.0,2
5223,other,400.0,1,12.0,1
5224,other,1175.0,2,48.27,2
5225,other,1100.0,2,56.0,2
5226,other,1460.0,2,80.5,2
5227,other,1467.0,2,55.0,2
5228,other,950.0,1,40.0,1
5229,other,1246.0,2,64.5,2
5230,other,711.0,1,38.0,1
5231,other,1358.0,2,43.4,3
5232,other,1250.0,2,68.75,3
5233,other,1209.0,2,50.0,2
5234,other,4200.0,5,225.0,5
5235,other,1800.0,3,90.0,3
5236,other,1600.0,4,125.0,5
5237,other,1563.0,3,52.0,3
5238,other,2169.0,4,115.0,3
5239,other,3235.0,3,235.0,3
5240,other,1140.0,2,46.0,2
5241,other,1560.0,3,75.0,3
5242,other,1464.0,2,105.0,3
5243,other,1150.0,2,42.9,3
5244,other,929.0,2,46.0,2
5245,other,1135.0,2,39.73,2
5246,other,1405.0,2,70.0,2
5247,other,1480.0,3,90.0,3
5248,other,1580.0,2,65.0,3
5249,other,500.0,1,14.0,1
5250,other,1600.0,3,90.0,3
5251,other,1200.0,4,135.0,4
5252,other,1200.0,2,35.0,2
5253,other,1340.0,2,48.33,3
5254,other,6136.0,4,560.0,4
5255,other,1500.0,3,115.0,3
5256,other,1824.0,3,125.0,3
5257,other,750.0,1,56.25,1
5258,other,1260.0,2,60.0,3
5259,other,1060.0,2,42.0,2
5260,other,1082.0,2,56.0,3
5261,other,1637.0,3,73.0,3
5262,other,1500.0,3,62.0,3
5263,other,1666.0,4,150.0,5
5264,other,1115.0,2,50.0,2
5265,other,1070.0,2,45.0,2
5266,other,1128.0,2,105.0,2
5267,other,1339.0,2,55.0,2
5268,other,1192.0,2,75.0,2
5269,other,1600.0,3,75.0,3
5270,other,1225.0,2,55.11,2
5271,other,1570.0,3,80.0,3
5272,other,1865.0,3,145.0,3
5273,other,1039.0,2,80.0,2
5274,other,1246.0,2,64.5,2
5275,other,1590.0,3,49.0,3
5276,other,1000.0,2,50.0,2
5277,other,1800.0,3,175.0,3
5278,other,1035.0,2,41.0,2
5279,other,1520.0,2,75.0,3
5280,other,6000.0,5,400.0,4
5281,other,1117.0,2,56.0,2
5282,other,1330.0,2,92.5,2
5283,other,1053.0,2,45.0,2
5284,other,1625.0,2,75.0,2
5285,other,1397.0,3,105.0,3
5286,other,883.0,2,45.0,2
5287,other,700.0,1,38.0,1
5288,other,2400.0,3,170.0,3
5289,other,1480.0,2,65.0,2
5290,other,1500.0,2,98.0,3
5291,other,3095.0,3,350.0,3
5292,other,910.0,2,30.5,2
5293,other,1025.0,2,48.0,3
5294,other,1000.0,2,46.5,2
5295,other,1453.0,2,46.48,3
5296,other,565.0,1,35.0,1
5297,other,1233.0,2,43.0,2
5298,other,1200.0,1,28.0,1
5299,other,1510.0,2,105.0,3
5300,other,950.0,2,65.0,2
5301,other,1945.0,3,97.42,3
5302,other,1200.0,2,46.17,2
5303,other,1535.0,3,85.0,3
5304,other,1500.0,3,100.0,3
5305,other,1475.0,2,120.0,3
5306,other,1133.0,2,55.0,2
5307,other,1560.0,5,145.0,5
5308,other,2900.0,5,90.0,5
5309,other,1170.0,2,51.99,2
5310,other,1078.0,2,65.0,2
5311,other,1314.0,2,63.0,3
5312,other,1060.0,2,48.7,2
5313,other,820.0,2,39.0,2
5314,other,2000.0,3,85.0,3
5315,other,856.0,2,40.0,2
5316,other,1200.0,3,68.4,3
5317,other,14000.0,3,800.0,4
5318,other,500.0,1,20.0,1
5319,other,485.0,1,15.0,1
5320,other,1384.0,3,62.28,3
5321,other,1408.0,2,85.0,2
5322,other,1508.0,3,70.25,3
5323,other,1535.0,3,78.0,3
5324,other,1180.0,2,75.0,2
5325,other,1960.0,3,160.0,3
5326,other,2150.0,4,80.0,4
5327,other,3024.0,5,248.0,4
5328,other,1586.0,3,100.0,3
5329,other,2325.0,4,120.0,4
5330,other,1600.0,3,52.0,3
5331,other,1006.0,2,35.0,2
5332,other,1200.0,2,55.0,2
5333,other,1250.0,2,62.0,2
5334,other,1200.0,3,130.0,3
5335,other,957.0,2,56.0,2
5336,other,1050.0,2,67.0,2
5337,other,1565.0,3,88.5,3
5338,other,3596.0,5,290.0,4
5339,other,1635.0,2,78.0,3
5340,other,1239.0,2,53.0,2
5341,other,1596.0,3,105.0,3
5342,other,1009.0,2,38.34,2
5343,other,1535.0,3,86.0,3
5344,other,1300.0,2,58.5,3
5345,other,1800.0,3,80.0,3
5346,other,665.0,1,50.75,1
5347,other,925.0,2,48.0,2
5348,other,3356.0,4,251.0,4
5349,other,1395.0,2,63.59,2
5350,other,1415.0,2,55.0,3
5351,other,1419.0,2,59.0,3
5352,other,1082.0,2,45.0,3
5353,other,1650.0,3,88.0,3
5354,other,1206.0,2,75.0,2
5355,other,1210.0,2,72.0,2
5356,other,1275.0,2,43.85,3
5357,other,1200.0,3,85.0,3
5358,other,1200.0,2,40.0,2
5359,other,1132.0,2,67.0,2
5360,other,1262.0,2,63.0,2
5361,other,1515.0,3,88.0,3
5362,other,1655.0,3,86.06,3
5363,other,1730.0,3,96.0,3
5364,other,1650.0,3,125.0,3
5365,other,1380.0,2,80.0,2
5366,other,1450.0,3,65.0,3
5367,other,1200.0,2,78.0,2
5368,other,3200.0,4,350.0,3
5369,other,1200.0,2,54.0,2
5370,other,1739.0,3,116.0,3
5371,other,510.0,1,25.25,1
5372,other,1178.0,2,47.0,2
5373,other,1375.0,2,50.0,3
